type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
DEBIT,UPI,50.0,2893.80,2023-10-09T14:39:20+05:30,2023-10-09,S26894300,UPI/328267086594/143920/UPI/bharatpe09904732784,NA
CREDIT,UPI,100.0,2993.80,2023-10-09T20:02:16+05:30,2023-10-09,S41053867,UPI/364879513820/200219/UPI/8795417446ybl/Paym,NA
DEBIT,UPI,110.0,2883.80,2023-10-09T22:31:10+05:30,2023-10-09,S46892561,UPI/364866917902/223110/UPI/bharatpe9006304992,NA
CREDIT,OTHERS,100.0,2983.80,2023-10-10T06:44:35+05:30,2023-10-10,S49223531,NEFT-AXNPN32839436761-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,20.0,2963.80,2023-10-10T16:09:40+05:30,2023-10-10,S73457435,UPI/364989040958/160939/UPI/bharatpe9006593890,NA
DEBIT,UPI,5.0,2958.80,2023-10-10T19:19:48+05:30,2023-10-10,S84052086,UPI/364995451099/191947/UPI/q389513966ybl/UPI,NA
DEBIT,UPI,310.0,2648.80,2023-10-10T20:31:14+05:30,2023-10-10,S88248536,UPI/364974354661/203113/UPI/paytm-71838008payt,NA
DEBIT,UPI,500.0,2148.80,2023-10-11T06:06:22+05:30,2023-10-11,S94827249,UPI/328413464323/060621/UPI/rs97936734-3okhdfc,NA
CREDIT,OTHERS,250.0,2398.80,2023-10-11T06:09:47+05:30,2023-10-11,S94860882,NEFT-AXNPN32843162277-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,100.0,2298.80,2023-10-11T18:47:34+05:30,2023-10-11,S25403142,UPI/365068252768/184733/UPI/8795417446ybl/Paym,NA
DEBIT,UPI,120.0,2178.80,2023-10-11T21:22:07+05:30,2023-10-11,S33611731,UPI/365040008425/212207/UPI/paytm-71838008payt,NA
DEBIT,UPI,100.0,2078.80,2023-10-11T22:25:46+05:30,2023-10-11,S35705905,UPI/365093613662/222546/UPI/subhan2023ibl/UPI,NA
CREDIT,OTHERS,1000.0,3078.80,2023-10-12T05:49:08+05:30,2023-10-12,S37601231,NEFT-AXNPN32856873127-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,200.0,3278.80,2023-10-12T18:25:53+05:30,2023-10-12,S66280849,UPI/328501902949/182553/UPI/9696594120ibl/Paym,NA
CREDIT,OTHERS,600.0,3878.80,2023-10-13T05:50:40+05:30,2023-10-13,S79716428,NEFT-AXNPN32860530042-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,3868.80,2023-10-14T17:43:39+05:30,2023-10-14,S48856280,UPI/365307354802/174339/UPI/q110622524ybl/UPI,NA
DEBIT,UPI,1000.0,2868.80,2023-10-14T19:43:33+05:30,2023-10-14,S55213038,UPI/328750382900/194332/UPI/bharatpe9006655445,NA
DEBIT,UPI,10.0,2858.80,2023-10-14T20:33:18+05:30,2023-10-14,S57644844,UPI/365331085304/203317/UPI/paytmqr281005050101,NA
DEBIT,UPI,55.0,2803.80,2023-10-15T09:21:09+05:30,2023-10-15,S67997746,UPI/328805792827/092109/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,300.0,2503.80,2023-10-15T10:15:59+05:30,2023-10-15,S70051927,UPI/328833000472/101558/UPI/guptanitun535ybl/U,NA
DEBIT,UPI,510.0,1993.80,2023-10-15T19:48:41+05:30,2023-10-15,S95321339,UPI/328853539258/194841/UPI/bharatpe8001288418,NA
DEBIT,UPI,50.0,1943.80,2023-10-15T21:25:58+05:30,2023-10-15,S99299837,UPI/328822844956/212557/UPI/paytmqr19n6wlxt7dp,NA
CREDIT,OTHERS,1300.0,3243.80,2023-10-16T04:21:01+05:30,2023-10-16,S2219264,NEFT-AXNPN32891631905-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1000.0,2243.80,2023-10-16T21:06:29+05:30,2023-10-16,S40864951,UPI/328975031412/210628/UPI/9315118386ibl/Paym,NA
DEBIT,UPI,241.0,2002.80,2023-10-17T08:59:52+05:30,2023-10-17,S48742388,UPI/365644501448/085951/UPI/JIOINAPPDIRECTybl/,NA
CREDIT,OTHERS,950.0,2952.80,2023-10-17T09:06:20+05:30,2023-10-17,S48953083,NEFT-AXNPN32905135003-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,930.0,3882.80,2023-10-18T06:21:47+05:30,2023-10-18,S87130159,NEFT-AXNPN32919277330-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,25.0,3857.80,2023-10-19T19:33:18+05:30,2023-10-19,S61724773,UPI/329259529659/193317/UPI/khanfhajluokicici/,NA
DEBIT,UPI,10.0,3847.80,2023-10-19T21:17:05+05:30,2023-10-19,S66688328,UPI/329247234363/211704/UPI/q329690445ybl/UPI,NA
DEBIT,UPI,500.0,3347.80,2023-10-20T21:01:58+05:30,2023-10-20,S9381222,UPI/329316780425/210158/UPI/7267953323airtel/P,NA
DEBIT,UPI,40.0,3307.80,2023-10-20T21:48:13+05:30,2023-10-20,S11122589,UPI/365971883324/214812/UPI/q936188905ybl/UPI,NA
CREDIT,OTHERS,830.0,4137.80,2023-10-21T08:07:00+05:30,2023-10-21,S15467276,NEFT-AXNPN32940698673-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,3300.0,837.80,2023-10-21T16:17:48+05:30,2023-10-21,S36107080,UPI/366040718841/161747/UPI/gpay-11166221636ok,NA
DEBIT,UPI,136.0,701.80,2023-10-21T17:20:22+05:30,2023-10-21,S39030543,UPI/366061027398/172021/UPI/0795135a0101881bqr,NA
DEBIT,UPI,200.0,501.80,2023-10-22T22:06:51+05:30,2023-10-22,S89653788,UPI/366134802258/220650/UPI/q864587349ybl/UPI,NA
DEBIT,UPI,10.0,491.80,2023-10-22T22:10:53+05:30,2023-10-22,S89725892,UPI/329580596520/221053/UPI/q186550817ybl/UPI,NA
CREDIT,OTHERS,270.0,761.80,2023-10-23T05:15:32+05:30,2023-10-23,S91497746,NEFT-AXNPN32968158203-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,20.0,741.80,2023-10-23T20:20:39+05:30,2023-10-23,S24782936,UPI/366269742844/202039/UPI/bharatpe9006046806,NA
CREDIT,UPI,100.0,841.80,2023-10-23T22:23:15+05:30,2023-10-23,S28922842,UPI/329687708432/222316/UPI/9315118386ibl/Paym,NA
DEBIT,UPI,150.0,691.80,2023-10-23T22:27:34+05:30,2023-10-23,S29021496,UPI/329697903905/222734/UPI/BHARATPE9006568942,NA
CREDIT,OTHERS,250.0,941.80,2023-10-24T06:17:13+05:30,2023-10-24,S30672802,NEFT-AXNPN32971658637-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,43.0,898.80,2023-10-24T18:22:57+05:30,2023-10-24,S55252861,UPI/366363685330/182256/UPI/q013670964ybl/UPI,NA
CREDIT,UPI,100.0,998.80,2023-10-24T20:45:13+05:30,2023-10-24,S61334254,UPI/329719192683/204514/UPI/pranshusrivastava85,NA
DEBIT,UPI,150.0,848.80,2023-10-24T20:48:08+05:30,2023-10-24,S61433227,UPI/329719297164/204808/UPI/paytm-77691271payt,NA
DEBIT,UPI,30.0,818.80,2023-10-24T20:53:45+05:30,2023-10-24,S61625888,UPI/366359405086/205345/UPI/bharatpe9006792164,NA
DEBIT,UPI,20.0,798.80,2023-10-24T20:54:12+05:30,2023-10-24,S61640885,UPI/329736201165/205411/UPI/bharatpe9006792164,NA
DEBIT,UPI,200.0,598.80,2023-10-24T22:17:04+05:30,2023-10-24,S63885103,UPI/329759006764/221703/UPI/9264998949barodamp,NA
CREDIT,OTHERS,1000.0,1598.80,2023-10-25T07:43:32+05:30,2023-10-25,S66749427,NEFT-AXNPN32985362621-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,60.0,1538.80,2023-10-25T09:34:57+05:30,2023-10-25,S69874019,UPI/366409912237/093457/UPI/a319484354okaxis/U,NA
DEBIT,UPI,19.0,1519.80,2023-10-25T23:04:59+05:30,2023-10-25,S5046152,UPI/366454370176/230459/UPI/JIOINAPPDIRECTybl/,NA
DEBIT,UPI,10.0,1509.80,2023-10-26T21:05:53+05:30,2023-10-26,S42129327,UPI/366551069727/210553/UPI/q186550817ybl/UPI,NA
CREDIT,OTHERS,400.0,1909.80,2023-10-28T06:43:43+05:30,2023-10-28,S87259933,NEFT-AXNPN33016178125-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,239.0,1670.80,2023-10-28T12:03:13+05:30,2023-10-28,S97369105,UPI/366794724352/120313/UPI/euronetgpayrchici,NA
CREDIT,UPI,400.0,2070.80,2023-10-28T16:41:49+05:30,2023-10-28,S9224664,UPI/366728204872/164150/UPI/914009252754paytm/,NA
DEBIT,UPI,310.0,1760.80,2023-10-28T16:54:58+05:30,2023-10-28,S9903130,UPI/330157941591/165458/UPI/paytm-71838958payt,NA
DEBIT,UPI,215.0,1545.80,2023-10-28T18:27:02+05:30,2023-10-28,S14121732,UPI/366717747805/182702/UPI/9794155540ybl/UPI,NA
CREDIT,OTHERS,2.0,1547.80,2023-10-30T11:04:29+05:30,2023-10-30,S68900750,NEFT-AXNPN33033295421-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,22.0,1525.80,2023-10-30T14:07:52+05:30,2023-10-30,S77379920,UPI/330356014618/140752/UPI/gopalbatham796axl/,NA
CREDIT,UPI,200.0,1725.80,2023-10-30T18:53:51+05:30,2023-10-30,S90927614,UPI/330335699567/185352/UPI/7458942407ibl/Paym,NA
DEBIT,UPI,200.0,1525.80,2023-10-30T19:34:47+05:30,2023-10-30,S93159188,UPI/366945827827/193447/UPI/bharatpe9006655445,NA
DEBIT,UPI,30.0,1495.80,2023-10-31T18:16:36+05:30,2023-10-31,S30457808,UPI/330458355752/181636/UPI/bharatpe9006870678,NA
DEBIT,UPI,145.0,1350.80,2023-11-01T22:30:10+05:30,2023-11-01,S88937039,UPI/367169833101/223010/UPI/q507904675ybl/UPI,NA
CREDIT,OTHERS,280.0,1630.80,2023-11-02T06:55:07+05:30,2023-11-02,S91522381,NEFT-AXNPN33065053054-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,500.0,1130.80,2023-11-02T13:17:18+05:30,2023-11-02,S8059426,UPI/330618739362/131718/UPI/shivampandit199999,NA
DEBIT,UPI,10.0,1120.80,2023-11-02T18:28:02+05:30,2023-11-02,S23196652,UPI/330604359165/182801/UPI/9807647518okbizaxi,NA
DEBIT,UPI,150.0,970.80,2023-11-02T20:51:14+05:30,2023-11-02,S31159227,UPI/367217173942/205114/UPI/paytmqr1th7lt1rdwp,NA
DEBIT,UPI,60.0,910.80,2023-11-03T06:02:22+05:30,2023-11-03,S36309557,UPI/330785682965/060222/UPI/paytm-79496683payt,NA
DEBIT,UPI,180.0,730.80,2023-11-03T08:18:46+05:30,2023-11-03,S38621012,UPI/330784878813/081845/UPI/7011743393ybl/UPI,NA
DEBIT,UPI,500.0,230.80,2023-11-04T15:57:51+05:30,2023-11-04,S2568744,UPI/367463638385/155751/UPI/q390207955ybl/UPI,NA
DEBIT,UPI,19.0,211.80,2023-11-04T20:26:16+05:30,2023-11-04,S17185403,UPI/330891563651/202616/UPI/billdeskrechargei,NA
DEBIT,UPI,20.0,191.80,2023-11-05T21:15:06+05:30,2023-11-05,S61083472,UPI/330958305176/211505/UPI/q927634233ybl/UPI,NA
CREDIT,UPI,200.0,391.80,2023-11-06T19:20:31+05:30,2023-11-06,S1823220,UPI/331098721834/192032/UPI/7458942407ibl/Paym,NA
DEBIT,UPI,200.0,191.80,2023-11-06T20:12:28+05:30,2023-11-06,S4811942,UPI/367639159047/201228/UPI/goldykashyap1992ok,NA
DEBIT,UPI,105.0,86.80,2023-11-06T20:57:40+05:30,2023-11-06,S7168261,UPI/367615460861/205740/UPI/q507904675ybl/UPI,NA
CREDIT,OTHERS,1150.0,1236.80,2023-11-07T09:13:37+05:30,2023-11-07,S16491671,NEFT-AXNPN33115403433-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,51.0,1185.80,2023-11-07T10:18:24+05:30,2023-11-07,S19217606,UPI/331159783161/101823/UPI/q329690445ybl/UPI,NA
DEBIT,UPI,500.0,685.80,2023-11-07T20:03:09+05:30,2023-11-07,S50491400,UPI/331138208481/200309/UPI/9306981930axl/UPI,NA
DEBIT,UPI,10.0,675.80,2023-11-07T21:02:32+05:30,2023-11-07,S53687519,UPI/367745798119/210232/UPI/q361501502ybl/UPI,NA
DEBIT,UPI,50.0,625.80,2023-11-07T21:44:01+05:30,2023-11-07,S55460374,UPI/331129808698/214400/UPI/q329690445ybl/UPI,NA
CREDIT,OTHERS,250.0,875.80,2023-11-08T13:19:19+05:30,2023-11-08,S76725040,NEFT-AXNPN33121803511-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,180.0,1055.80,2023-11-08T15:21:21+05:30,2023-11-08,S83356502,UPI/331239380432/152122/UPI/9315118386ibl/Paym,NA
CREDIT,OTHERS,15.0,1070.80,2023-11-08T17:41:05+05:30,2023-10-31,S90687471,51888100006461IntPd01-08-2023 to 31-10-2023,NA
DEBIT,UPI,50.0,1020.80,2023-11-08T21:33:05+05:30,2023-11-08,S4089921,UPI/331283052678/213305/UPI/mosoyamalamicici/U,NA
CREDIT,OTHERS,2950.0,3970.80,2023-11-09T15:29:37+05:30,2023-11-09,S31204569,NEFT-AXNPN33134581345-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,200.0,4170.80,2023-11-09T16:56:28+05:30,2023-11-09,S35943473,UPI/331316876773/165628/UPI/gopalbatham796axl/,NA
DEBIT,UPI,140.0,4030.80,2023-11-09T22:32:53+05:30,2023-11-09,S54601759,UPI/331383306148/223253/UPI/q507904675ybl/UPI,NA
CREDIT,OTHERS,10.0,4040.80,2023-11-10T09:12:21+05:30,2023-11-10,S60575729,NEFT-AXNPN33149187715-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1250.0,2790.80,2023-11-10T13:36:10+05:30,2023-11-10,S75770363,UPI/331474232749/133610/UPI/paytmqr1vp81ku8tgp,NA
DEBIT,UPI,50.0,2740.80,2023-11-10T22:05:31+05:30,2023-11-10,S5781141,UPI/368019110714/220531/UPI/gopalbatham796axl/,NA
CREDIT,OTHERS,3440.0,6180.80,2023-11-11T09:53:51+05:30,2023-11-11,S13734388,NEFT-AXNPN33153901636-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,40.0,6140.80,2023-11-11T21:20:25+05:30,2023-11-11,S52697950,UPI/331538016834/212025/UPI/q361501502ybl/UPI,NA
DEBIT,UPI,120.0,6020.80,2023-11-11T21:59:53+05:30,2023-11-11,S54067435,UPI/331531726174/215952/UPI/paytm-71838008payt,NA
DEBIT,UPI,30.0,5990.80,2023-11-11T22:08:55+05:30,2023-11-11,S54329899,UPI/368145717050/220854/UPI/paytmqr19n6wlxt7dp,NA
CREDIT,UPI,170.0,6160.80,2023-11-12T02:29:54+05:30,2023-11-11,C12486927,UPI/331588799730/233230/UPI/9315118386ibl/Paym,NA
DEBIT,UPI,330.0,5830.80,2023-11-12T02:30:36+05:30,2023-11-11,C12523383,UPI/368183521533/233544/UPI/Q507904675ybl/Paym,NA
CREDIT,OTHERS,4730.0,10560.80,2023-11-12T06:36:51+05:30,2023-11-12,S57095035,NEFT-AXNPN33168292220-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1660.0,8900.80,2023-11-12T11:26:03+05:30,2023-11-12,S66834486,UPI/331678735052/112602/UPI/im201012606844ind,NA
DEBIT,UPI,50.0,8850.80,2023-11-12T17:41:52+05:30,2023-11-12,S87776442,UPI/331654358281/174151/UPI/saxenaatul73okaxis,NA
DEBIT,UPI,1500.0,7350.80,2023-11-12T18:28:28+05:30,2023-11-12,S90611968,UPI/331676959597/182827/UPI/shukaabhishek1oksb,NA
DEBIT,UPI,420.0,6930.80,2023-11-13T16:06:13+05:30,2023-11-13,S20896710,UPI/331758181227/160612/UPI/bharatpe9006194556,NA
DEBIT,UPI,300.0,6630.80,2023-11-13T19:25:03+05:30,2023-11-13,S30449986,UPI/368343094369/192502/UPI/paytmqr1ny3qn38lnp,NA
DEBIT,UPI,500.0,6130.80,2023-11-13T19:29:52+05:30,2023-11-13,S30663307,UPI/331700289823/192952/UPI/paytmqr1ny3qn38lnp,NA
DEBIT,UPI,239.0,5891.80,2023-11-14T09:38:19+05:30,2023-11-14,S42191596,UPI/331845503012/093818/UPI/euronetgpayrchici,NA
CREDIT,UPI,1.0,5892.80,2023-11-14T17:23:20+05:30,2023-11-14,S62190809,UPI/331830889030/172320/UPI/aditya9450203ybl/P,NA
CREDIT,UPI,1.0,5893.80,2023-11-14T18:29:20+05:30,2023-11-14,S65497752,UPI/331873302771/182921/UPI/311999sshuklaaxl/P,NA
CREDIT,UPI,37999.0,43892.80,2023-11-14T18:31:11+05:30,2023-11-14,S65593249,UPI/331812106847/183112/UPI/311999sshuklaaxl/P,NA
DEBIT,UPI,1.0,43891.80,2023-11-14T18:47:58+05:30,2023-11-14,S66419723,UPI/331818919138/184758/UPI/7007674186paytm/UP,NA
DEBIT,UPI,16500.0,27391.80,2023-11-14T18:49:41+05:30,2023-11-14,S66498670,UPI/331814821452/184941/UPI/7007674186paytm/UP,NA
DEBIT,UPI,2000.0,25391.80,2023-11-14T19:20:37+05:30,2023-11-14,S67942941,UPI/331872621357/192036/UPI/katiyarabhishek7a,NA
DEBIT,UPI,340.0,25051.80,2023-11-14T19:55:21+05:30,2023-11-14,S69420347,UPI/331831822934/195521/UPI/paytm-71838008payt,NA
DEBIT,UPI,80.0,24971.80,2023-11-14T20:36:09+05:30,2023-11-14,S71155792,UPI/331823130613/203608/UPI/q096036225ybl/UPI,NA
DEBIT,UPI,2000.0,22971.80,2023-11-15T12:10:30+05:30,2023-11-15,S87235066,UPI/368570135513/121029/UPI/badmashthakurybl/P,NA
CREDIT,UPI,2000.0,24971.80,2023-11-15T12:10:31+05:30,2023-11-15,S87237968,UPI/368570135513/121030/REVERSAL,NA
DEBIT,UPI,2000.0,22971.80,2023-11-15T12:16:22+05:30,2023-11-15,S87508128,UPI/368565651432/121622/UPI/saurabhmathur829977,NA
DEBIT,UPI,1.0,22970.80,2023-11-15T17:44:34+05:30,2023-11-15,S7026781,UPI/368573968966/174433/UPI/8905552611ikwik/UP,NA
DEBIT,UPI,10000.0,12970.80,2023-11-15T17:48:21+05:30,2023-11-15,S7201813,UPI/368589163186/174821/UPI/8905552611ikwik/UP,NA
DEBIT,UPI,500.0,12470.80,2023-11-15T19:08:47+05:30,2023-11-15,S12023935,UPI/331940570085/190846/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,10.0,12460.80,2023-11-15T20:56:36+05:30,2023-11-15,S16568713,UPI/368530075516/205636/UPI/q186550817ybl/UPI,NA
CREDIT,OTHERS,1320.0,13780.80,2023-11-16T05:34:18+05:30,2023-11-16,S20622006,NEFT-AXNPN33203710382-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,400.0,14180.80,2023-11-16T12:33:01+05:30,2023-11-16,S32337925,UPI/368618153232/123302/UPI/payoutspaytm/20231,NA
DEBIT,UPI,1000.0,13180.80,2023-11-16T14:11:07+05:30,2023-11-16,S37108945,UPI/332001084850/141107/UPI/dadashakti1983okic,NA
CREDIT,CASH,45000.0,58180.80,2023-11-16T15:51:14+05:30,2023-11-16,00707977,BY CASH,NA
CREDIT,OTHERS,270.0,58450.80,2023-11-17T05:08:11+05:30,2023-11-17,S59989067,NEFT-AXNPN33217638945-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,50.0,58400.80,2023-11-17T08:58:36+05:30,2023-11-17,S62814042,UPI/368779711199/085836/UPI/paytmqr1085faiqrwp,NA
DEBIT,UPI,2000.0,56400.80,2023-11-17T12:15:26+05:30,2023-11-17,S70975125,UPI/368792228881/121526/UPI/rajatdixit11223-1o,NA
DEBIT,UPI,21000.0,35400.80,2023-11-17T16:34:54+05:30,2023-11-17,S82212459,UPI/332126038252/163454/UPI/msjsrfashioneazypa,NA
DEBIT,UPI,5200.0,30200.80,2023-11-17T18:32:29+05:30,2023-11-17,S88311015,UPI/368715646136/183228/UPI/971167234646axl/UP,NA
DEBIT,UPI,130.0,30070.80,2023-11-18T04:15:54+05:30,2023-11-18,C18121869,UPI/368815660973/020226/UPI/paytmqr1ags36xguwp,NA
DEBIT,UPI,300.0,29770.80,2023-11-18T19:06:10+05:30,2023-11-18,S29564105,UPI/368899592559/190609/UPI/mohitkingguptaokhd,NA
CREDIT,OTHERS,600.0,30370.80,2023-11-19T06:28:19+05:30,2023-11-19,S39158700,NEFT-AXNPN33235789141-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1.0,30369.80,2023-11-19T17:26:07+05:30,2023-11-19,S63372745,UPI/332331816385/172607/UPI/9580869402paytm/UP,NA
DEBIT,UPI,499.0,29870.80,2023-11-19T17:37:36+05:30,2023-11-19,S63815747,UPI/368921245431/173736/UPI/9580869402paytm/NA,NA
DEBIT,UPI,20.0,29850.80,2023-11-19T21:50:49+05:30,2023-11-19,S73810569,UPI/332340234812/215048/UPI/pal370093okhdfcban,NA
CREDIT,OTHERS,1700.0,31550.80,2023-11-20T03:59:19+05:30,2023-11-20,S76133698,NEFT-AXNPN33249383441-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,200.0,31350.80,2023-11-20T19:00:31+05:30,2023-11-20,S7026640,UPI/332490170398/190030/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,45.0,31305.80,2023-11-20T21:15:17+05:30,2023-11-20,S13455325,UPI/332471072950/211516/UPI/gpay-11220941784ok,NA
CREDIT,OTHERS,2200.0,33505.80,2023-11-21T06:58:21+05:30,2023-11-21,S17695392,NEFT-AXNPN33254474828-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,1250.0,34755.80,2023-11-22T06:42:02+05:30,2023-11-22,S57260013,NEFT-AXNPN33267548354-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,200.0,34555.80,2023-11-22T18:39:18+05:30,2023-11-22,S85716659,UPI/369260045911/183917/UPI/mohitkingguptaokhd,NA
DEBIT,UPI,290.0,34265.80,2023-11-22T21:57:37+05:30,2023-11-22,S94626613,UPI/332672563746/215736/UPI/9794155540ybl/UPI,NA
CREDIT,OTHERS,350.0,34615.80,2023-11-23T06:18:51+05:30,2023-11-23,S97062301,NEFT-AXNPN33271645925-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,100.0,34715.80,2023-11-23T21:42:33+05:30,2023-11-23,S34926797,UPI/332796236369/214233/UPI/anupamshakya2807-1,NA
CREDIT,UPI,100.0,34815.80,2023-11-23T21:46:28+05:30,2023-11-23,S35037098,UPI/369365682733/214629/UPI/sainiharsh8737891,NA
CREDIT,OTHERS,1600.0,36415.80,2023-11-24T07:14:17+05:30,2023-11-24,S37932261,NEFT-AXNPN33285739683-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,36405.80,2023-11-24T14:59:28+05:30,2023-11-24,S55851212,UPI/369477813257/145928/UPI/q425025650ybl/UPI,NA
DEBIT,UPI,201.0,36204.80,2023-11-24T16:08:39+05:30,2023-11-24,S58710202,UPI/369417844707/160839/UPI/JIOINAPPDIRECTybl/,NA
DEBIT,UPI,60.0,36144.80,2023-11-24T21:28:26+05:30,2023-11-24,S75110456,UPI/332879033888/212825/UPI/mosoyamalamicici/U,NA
CREDIT,OTHERS,2200.0,38344.80,2023-11-25T08:30:37+05:30,2023-11-25,S79872993,NEFT-AXNPN33290184240-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,241.0,38103.80,2023-11-25T08:53:20+05:30,2023-11-25,S80758556,UPI/369522180170/085319/UPI/AIRTELPREDIRECT1yb,NA
DEBIT,UPI,200.0,37903.80,2023-11-25T19:05:45+05:30,2023-11-25,S7437668,UPI/332936175325/190544/UPI/mohitkingguptaoksb,NA
CREDIT,OTHERS,1070.0,38973.80,2023-11-26T06:21:47+05:30,2023-11-26,S16647664,NEFT-AXNPN33303815768-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1.0,38972.80,2023-11-26T12:20:28+05:30,2023-11-26,S25779481,UPI/333081087192/122027/UPI/971167234646axl/UP,NA
DEBIT,UPI,5000.0,33972.80,2023-11-26T12:23:45+05:30,2023-11-26,S25916146,UPI/369632489827/122344/UPI/971167234646axl/UP,NA
CREDIT,OTHERS,950.0,34922.80,2023-11-27T05:43:45+05:30,2023-11-27,S50831450,NEFT-AXNPN33317453486-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,120.0,34802.80,2023-11-27T11:41:51+05:30,2023-11-27,S58990564,UPI/369784123240/114151/UPI/q296232377ybl/UPI,NA
DEBIT,UPI,19.0,34783.80,2023-11-27T23:52:45+05:30,2023-11-27,S86690232,UPI/369719406688/235245/UPI/JIOINAPPDIRECTybl/,NA
CREDIT,OTHERS,800.0,35583.80,2023-11-28T06:25:14+05:30,2023-11-28,S87890619,NEFT-AXNPN33321994185-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,100.0,35683.80,2023-11-28T13:02:05+05:30,2023-11-28,S754367,UPI/369811008163/130205/UPI/9119906554ybl/Paym,NA
DEBIT,UPI,150.0,35533.80,2023-11-28T19:38:03+05:30,2023-11-28,S21077177,UPI/369895169536/193802/UPI/7275922808ybl/UPI,NA
DEBIT,UPI,19.0,35514.80,2023-11-28T22:19:55+05:30,2023-11-28,S27517857,UPI/333244579400/221954/UPI/euronetgpayrchici,NA
CREDIT,OTHERS,151.0,35665.80,2023-11-29T06:16:57+05:30,2023-11-29,S29481392,NEFT-AXNPN33336248163-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,40.0,35625.80,2023-11-29T12:21:14+05:30,2023-11-29,S39768545,UPI/333311600550/122114/UPI/paytm-79496683payt,NA
DEBIT,UPI,19000.0,16625.80,2023-11-29T16:15:33+05:30,2023-11-29,S50294642,UPI/333335900423/161532/UPI/mrking25icici/UPI,NA
DEBIT,UPI,12700.0,3925.80,2023-11-29T17:09:47+05:30,2023-11-29,S52850056,UPI/369921004440/170947/UPI/9310460780ibl/UPI,NA
DEBIT,UPI,100.0,3825.80,2023-11-29T18:53:11+05:30,2023-11-29,S58374521,UPI/333315307946/185311/UPI/somendrapratap1616-,NA
DEBIT,UPI,1.0,3824.80,2023-11-29T19:04:54+05:30,2023-11-29,S59014995,UPI/369905915394/190454/UPI/8795417446ybl/UPI,NA
DEBIT,UPI,1.0,3823.80,2023-11-29T19:15:03+05:30,2023-11-29,S59588190,UPI/369916672169/191503/UPI/8795417446ybl/Paym,NA
CREDIT,UPI,2000.0,5823.80,2023-11-29T19:15:25+05:30,2023-11-29,S59609658,UPI/369910143175/191526/UPI/8795417446ybl/Paym,NA
DEBIT,UPI,90.0,5733.80,2023-11-29T20:00:56+05:30,2023-11-29,S62025695,UPI/333360512941/200056/UPI/paytmqrzffdf7kfifp,NA
CREDIT,OTHERS,1500.0,7233.80,2023-12-01T08:37:06+05:30,2023-12-01,C27079184,NEFT-AXNPN33354387161-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,40.0,7193.80,2023-12-01T17:48:18+05:30,2023-12-01,S38987729,UPI/333570902684/174817/UPI/q936188905ybl/UPI,NA
